Year,Model Name,Series,Color,Window Color,Interior Color,Country
2011,'69 COPO Corvette,Toy Fair,Spectraflame Blue,Clear,Gray,Malaysia
2012,'69 COPO Corvette,Corvette 5-Pack,Red,Light Blue Tint,White,Thailand
2012,'69 COPO Corvette,Corvette 3-Pack,Red,Light Blue,White,Thailand
2012,'69 COPO Corvette,Multipack Exclusive,Metalflake Light Gold,Clear,White,Malaysia
2012,'69 COPO Corvette,Hot Wheels Racing: Road Racer,Blue,Clear,Black,Thailand
2013,'69 COPO Corvette,Flying Customs,Metalflake Dark Grey,Clear,Black,Thailand
2014,'69 COPO Corvette,Multipack Exclusive,Lime Green,Blue Tint,White,Malaysia or Thailand
2016,'69 COPO Corvette,HW Flames 5-Pack,Black,Yellow Tint,Gray,Thailand
2016,'69 COPO Corvette,Multipack Exclusive,Lime Green,Blue Tint,White,Malaysia
2017,'69 COPO Corvette,Multipack Exclusive,Red,Grey Tint,White,Malaysia
2018,'69 COPO Corvette,Car Culture: Circuit Legends 2/5,Yellow,Clear,Black,Thailand
2021,'69 COPO Corvette,Corvette 5-Pack,White,Tinted (Light Blue),Grey,Indonesia
2022,'69 COPO Corvette,Retro Racers 6/10,Metalflake Royal Blue,Clear,Black,Malaysia
2022,'69 COPO Corvette,Retro Racers 6/10,ZAMAC,Tinted (Light Blue),Black,Malaysia
2022,'69 COPO Corvette,NFT Garage (Series 4),Spectraflame steel blue,Clear,Black,Malaysia
2024,'69 COPO Corvette,8/10-Pack Exclusive,Burgundy Metallic,Clear,Black,Malaysia
2024,'69 COPO Corvette,Corvette Car Culture 2-Pack,White,Tinted (Smoke),Black,Thailand
2024,'69 COPO Corvette,8/10-Pack Exclusive,Gloss Black,Clear,Black,Malaysia
2024,'69 COPO Corvette,38th Annual Hot Wheels Collectors Convention 3/3,Spectraflame black,,,Thailand
2025,'69 COPO Corvette,Ultra Hots,Spectraflame ice blue,Clear,Black,Malaysia
2011,'69 Shelby GT-500,2011 New Models 21/50,Red,Clear,Black,Malaysia
2011,'69 Shelby GT-500,2011 New Models 21/50,Red,Clear,Black,Malaysia
2011,'69 Shelby GT-500,2011 New Models 21/50,Blue,Tinted (Blue),White,Malaysia
2011,'69 Shelby GT-500,2011 New Models 21/50,Black,Clear,White,Malaysia
2012,'69 Shelby GT-500,Shelby 5-Pack,Metalflake Black,Clear,Orange,Thailand
2020,'69 Shelby GT-500,American Steel 4/10,Metalflake Blue,Tinted (Smoke),Black,Thailand
2022,'69 Shelby GT-500,Flying Customs,Red,Clear,Black,Malaysia
2023,'69 Shelby GT-500,Muscle Mania 9/10,Metalflake purple,Smoke tint,Black,Malaysia
2023,'69 Shelby GT-500,Muscle Mania 9/10,Spectraflame purple,Clear,Black,Malaysia
2011,'70 Camaro,2011 New Models 47/50,Metalflake Blue,Smoke tint,White,Malaysia
2012,'70 Camaro,Super Speeders 11/12,Orange Pearl,Clear,White,Malaysia
2012,'70 Camaro,HW Performance 4/10,Red,Smoke tint,Grey,Malaysia
2012,'70 Camaro,HW Performance 4/10,Spectraflame Red,Smoke tint,Grey,Malaysia
2012,'70 Camaro,HW Performance 4/10,Metalflake Black,Smoke tint,Grey,Malaysia
2013,'70 Camaro,HW Showroom: Then and Now,Black,Clear,Red,Malaysia
2013,'70 Camaro,HW Showroom: Then and Now,Gray,Smoke tint,Green,Malaysia
2014,'70 Camaro,HW Workshop: Muscle Mania,Metalflake Green,Clear,Black,Malaysia
2014,'70 Camaro,HW Workshop: Muscle Mania,Yellow,Clear,Black,Malaysia
2015,'70 Camaro,Hot Wheels Heritage: Redline 10/18,Pearl white,Clear,Light blue,Malaysia
2016,'70 Camaro,HW Flames 8/10,Red,Black (Tinted),Black,Malaysia
2016,'70 Camaro,HW Flames 8/10,Black,Clear,Red,Malaysia
2018,'70 Camaro,HW Speed Graphics 7/10,Metalflake Green,Clear,Black,Malaysia
2018,'70 Camaro,HW Speed Graphics 7/10,Metalflake Blue,Clear,Black,Malaysia
2018,'70 Camaro,HW Speed Graphics 7/10,Orange,Clear,Black,Malaysia
2019,'70 Camaro,Throwback 4/8,Orange,Tinted (Smoke),Black,Malaysia
2020,'70 Camaro,American Steel 9/10,Metalflake Green,Tinted (Green),Light Green,Thailand
2021,'70 Camaro,Pony Rides Collector Set,Yellow,Tinted (Smoke),Black,Thailand
2011,'70 Chevy Blazer,Hot Wheels Garage: GM 5/22,Red,Clear,Black,Malaysia
2011,'70 Chevy Blazer,Hot Wheels Garage: GM 5/22,Gray & Dark Blue,Tinted (Gray),Gray,Malaysia
2011,'70 Chevy Blazer,Hot Wheels Garage: GM 5/22,Gold & White,Clear,Gray,Malaysia
2011,'70 Chevy Blazer,Hot Wheels Garage: GM 5/22,White,Tinted (Gray),Black,Malaysia
2012,'70 Chevy Blazer,Nostalgia: Saturday Evening Post,Metalflake Green & White,Tinted (Gray),Black,Thailand
2013,'70 Chevy Blazer,Pop Culture Archie Comics,Black & Silver,Clear,Orange,Thailand
2014,'70 Chevy Blazer,Pop Culture: Marvel,Red & Black,Tinted (Gray),Brown,Thailand
2018,'70 Chevy Blazer,Collector Edition,Unpainted,Tinted (Gray),Blue,Malaysia
2022,'70 Chevy Blazer,22nd Annual Hot Wheels Collectors Nationals 2/3,Metalflake Blue,Tinted,Black,Thailand
2011,'70 Dodge Charger R/T,2011 New Models 42/50,Metallic Purple,Clear,Chrome,Malaysia
2011,'70 Dodge Charger R/T,2011 New Models 42/50,Orange Metalflake,Clear,Chrome,Malaysia
2011,'70 Dodge Charger R/T,2011 New Models 42/50,Orange,Clear,Chrome,Malaysia
2012,'70 Dodge Charger R/T,Muscle Mania - Mopar 3/10,Lime Green,Clear,Chrome,Malaysia
2013,'70 Dodge Charger R/T,HW City: Street Power,Black,Clear,Chrome,Malaysia
2013,'70 Dodge Charger R/T,Fast & Furious 1/8,Black,Clear,Chrome,Malaysia
2014,'70 Dodge Charger R/T,Fast & Furious 1/8,Black,Clear,Chrome,Malaysia
2014,'70 Dodge Charger R/T,Hot Wheels Entertainment: Fast & Furious,Matte Black,Clear,Black,Malaysia
2014,'70 Dodge Charger R/T,Holiday Hot Rods 4/8,White,Tinted (Yellow),Chrome,Thailand
2014,'70 Dodge Charger R/T,28th Annual Hot Wheels Collectors Convention,Metalflake Blue,Clear,Black,Malaysia
2015,'70 Dodge Charger R/T,Fast & Furious 3/8,Matte Black,Clear,Chrome,Thailand
2015,'70 Dodge Charger R/T,Hot Wheels Entertainment: Fast & Furious,Matte Black,Clear,Black,Malaysia
2016,'70 Dodge Charger R/T,Fast & Furious 8/8,Metalflake Black,Clear,Chrome,Thailand
2017,'70 Dodge Charger R/T,Car Culture: HW Redliners 2/5,Metalflake White,Tinted,Chrome,Malaysia
2017,'70 Dodge Charger R/T,Vintage American Muscle 3/10,Dark Red,Clear,Chrome,Thailand
2018,'70 Dodge Charger R/T,50th Anniversary Throwback 1/10,Red,Tinted,Chrome,Malaysia
2018,'70 Dodge Charger R/T,50th Anniversary Throwback 10-Pack,Yellow,Tinted,Chrome,Malaysia
2018,'70 Dodge Charger R/T,Mopar 7/8,Red,Clear,Chrome,Thailand
2019,'70 Dodge Charger R/T,Hot Wheels id: Speed Demons 01/05,Spectraflame Ice Blue,Tinted (Smoke),Black,Malaysia
2020,'70 Dodge Charger R/T,Fast & Furious Collector Set,Gloss Black,Tinted (Light Smoke),Chrome,Thailand
2020,'70 Dodge Charger R/T,Fast & Furious: Full Force 5/5,Gloss black,Clear,Black,Thailand
2020,'70 Dodge Charger R/T,Hot Wheels id: Chase 8/8,Spectraflame Dark Blue,Tinted (Smoke),Chrome,Malaysia
2020,'70 Dodge Charger R/T,Muscle Mania 5/10,Metalflake Dark Blue,Tinted (Smoke),Chrome,Malaysia
2022,'70 Dodge Charger R/T,HW Horsepower 5-Pack,Metalflake Purple,Tinted (Smoke),Chrome,Indonesia
2023,'70 Dodge Charger R/T,Fast & Furious 5-Pack,Black,Clear,Chrome,Indonesia
2023,'70 Dodge Charger R/T,Fast & Furious (Series 3) 1/10,Black,Clear,Silver,Malaysia
2024,'70 Dodge Charger R/T,HW Art Cars 4/10,Yellow,Light blue tint,Chrome,Malaysia
2024,'70 Dodge Charger R/T,HW Art Cars 4/10,Metalflake Pink,Purple tint,Chrome,Malaysia
2025,'70 Dodge Charger R/T,Virtual Garage (Series 10) #38,ZAMAC,,,Malaysia
2011,'70 Dodge Power Wagon,Hot Wheels Garage: Mopar 5/15,Lime Green,Clear,Gray,Malaysia
2011,'70 Dodge Power Wagon,Hot Wheels Garage: Mopar 5/15,Metallic Black,Clear,Gray,Malaysia
2011,'70 Dodge Power Wagon,Hot Wheels Garage: Mopar 5/15,Orange,Clear,Gray,Malaysia
2013,'70 Dodge Power Wagon,27th Annual Hot Wheels Collectors Convention,Spectraflame Pink,Clear,White,Thailand
2015,'70 Dodge Power Wagon,29th Annual Hot Wheels Collectors Convention 3/4,Metalflake Purple,Light smoke tint,Purple,Thailand
2018,'70 Dodge Power Wagon,Mopar 8/8,Black,Clear,Grey,Thailand
2019,'70 Dodge Power Wagon,American Pickup 2/10,Dark Red,Clear,Black,Thailand
2020,'70 Dodge Power Wagon,HW Hot Trucks 7/10,Light Blue,Clear,Black,Malaysia
2020,'70 Dodge Power Wagon,HW Hot Trucks 7/10,Unpainted,Clear,Black,Malaysia
2020,'70 Dodge Power Wagon,20th Annual Hot Wheels Collectors Nationals 2/3,Light blue,Tinted (Smoke),Black,Thailand
2021,'70 Dodge Power Wagon,Baja Blazers 2/10,Yellow,Tinted (Smoke),Red,Malaysia
2021,'70 Dodge Power Wagon,Baja Blazers 2/10,Orange,Tinted (Blue),Black,Malaysia
2021,'70 Dodge Power Wagon,Red Edition 6/12,White,Tinted (Red),Black,Malaysia
2022,'70 Dodge Power Wagon,Speed Blur 5‑Pack,Satin Black,Clear,White,Indonesia
2023,'70 Dodge Power Wagon,Mud Studs 2/5,Light Blue,Clear,Black,Malaysia
2024,'70 Dodge Power Wagon,NFT Garage (Series 7) #43,Spectraflame forest green,Light smoke tint,White,Malaysia
2025,'70 Dodge Power Wagon,HW Dirt 2/10,Light green,Light smoke tint,Black,Malaysia
2011,'70 Ford Mustang Boss 302,Vintage Racing 10/30,Dark Yellow,Clear,Black,Thailand
2011,'70 Ford Mustang Boss 302,Vintage Racing 9/30,Dark Yellow,Clear,Black,Thailand
2017,'70 Ford Mustang Boss 302,RLC Exclusive,Spectraflame Blue,Clear,Black,China
2020,'70 Ford Mustang Boss 302,34th Annual Hot Wheels Collectors Convention,Spectraflame Pink,Light blue tint,White,China
2021,'70 Ford Mustang Boss 302,Red Line Club Membership Car,Spectraflame Bright Orange,Smoke tint,Black,China
2021,'70 Ford Mustang Boss 302,Mexico Hot Wheels Convention,White,Smoke tint,Black,China
2022,'70 Ford Mustang Boss 302,Collector Edition,ZAMAC,Clear,Blue,Malaysia
2024,'70 Ford Mustang Boss 302,Red Line Club Exclusive,Spectraflame Bright Yellow,Light smoke tint,Black,China
2011,'70 Pontiac GTO Judge,2011 New Models 11/50,Pearl Yellow,Tinted,Black,Malaysia
2011,'70 Pontiac GTO Judge,2011 New Models 11/50,Metallic Olive,Tinted,Black,Malaysia
2011,'70 Pontiac GTO Judge,2011 New Models 11/50,Metallic Blue,Tinted,Black,Malaysia
2012,'70 Pontiac GTO Judge,Muscle Mania: GM 4/10,Metallic Dark Blue,Clear,Gray,Malaysia
2012,'70 Pontiac GTO Judge,Muscle Mania: GM 4/10,Satin Dark Red,Clear,Black,Malaysia
2012,'70 Pontiac GTO Judge,Hot Wheels Boulevard: Legends,Metalflake Orange,Clear,Black,Malaysia
2013,'70 Pontiac GTO Judge,HW Showroom: HW Performance,Light Blue,Clear,Red,Malaysia
2014,'70 Pontiac GTO Judge,Mystery Models (International),White,Clear,Gray,Malaysia
2015,'70 Pontiac GTO Judge,Fast Four - Scavenger Hunts,White,Clear,Gray,Malaysia
2020,'70 Pontiac GTO Judge,American Steel 3/10,Green,Tinted (Smoke),Black,Thailand
2023,'70 Pontiac GTO Judge,American Steel 6/8,Green,Tinted (Smoke),Black,Thailand
2011,'71 AMC Javelin AMX,Vintage Racing 26/30,"Red, White & Blue",Clear,White,Thailand
2012,'71 AMC Javelin AMX,Hot Wheels Racing: Muscle,Metallic Dark Grey,Clear,Black,Thailand
2018,'71 AMC Javelin AMX,50th Anniversary Favorites 2/10,Red,Clear,Silver,Thailand
2024,'71 AMC Javelin AMX,Ultra Hots 3/8,Spectraflame blue,Clear,Black,Malaysia
2025,'71 AMC Javelin AMX,AMC Car Culture 2-Pack,Metalflake light orange,Smoke tint,Black,Thailand
2011,'71 Dodge Challenger,2011 New Models 12/50,Lime Green,Clear,Black,Malaysia
2011,'71 Dodge Challenger,2011 New Models 12/50,Metalflake Purple,Clear,Black,Malaysia
2011,'71 Dodge Challenger,2011 New Models 12/50,Orange,Clear,Black,Malaysia
2011,'71 Dodge Challenger,Hot Wheels Garage: Mopar 14/15,Orange,Clear,Black,Malaysia
2011,'71 Dodge Challenger,Mystery Models 3/24,White,Light Blue Tint,Black,Malaysia
2011,'71 Dodge Challenger,Color Shifters: Glow,Glow-in-the-Dark,Smoke tint,Black,Thailand
2011,'71 Dodge Challenger,Color Shifters: DC Universe,Dark Green,Smoke tint,Black,Thailand
2012,'71 Dodge Challenger,Light Speeders,White,Yellow Tint,Black,Thailand
2012,'71 Dodge Challenger,Muscle Mania - Mopar 2/10,Metalflake Aqua Blue,Clear,Black,Malaysia
2012,'71 Dodge Challenger,Muscle Mania - Mopar 2/10,Spectraflame Aqua Blue,Clear,Black,Malaysia
2012,'71 Dodge Challenger,Muscle Mania: Mopar 2/10,Orange,Clear,Black,Malaysia
2013,'71 Dodge Challenger,HW Showroom: Then and Now,Yellow,Clear,Black,Malaysia
2013,'71 Dodge Challenger,HW Showroom: Then and Now,Black,Clear,Blue,Malaysia
2014,'71 Dodge Challenger,HW Workshop: HW Performance,Yellow,Tinted (Black),Black,Malaysia
2014,'71 Dodge Challenger,HW Workshop: HW Performance,Dark Pink,Tinted (Black),Black,Malaysia
2015,'71 Dodge Challenger,HW Workshop: Muscle Mania,Dark Red,Clear,Black,Malaysia
2015,'71 Dodge Challenger,HW Workshop: Muscle Mania,Unpainted,Clear,Black,Malaysia
2016,'71 Dodge Challenger,Then and Now 4/10,Blue,Tinted (Black),Black,Malaysia
2016,'71 Dodge Challenger,Then and Now 4/10,Lime Green,Tinted (Black),Black,Malaysia
2022,'71 Dodge Challenger,HW Stars & Stripes 3/8,Metalflake Navy Blue,Smoke tint,Red,Malaysia
2023,'71 Dodge Challenger,Mopar 2/5,White,Blue,Black,Malaysia
2025,'71 Dodge Challenger,Muscle Mania 1/10,Orange,Clear,Black,Malaysia
2011,'72 Ford Gran Torino Sport,2011 New Models 2/50,Metallic Green,Clear,Chrome,Malaysia
2011,'72 Ford Gran Torino Sport,2011 New Models 2/50,Red,Clear,Chrome,Malaysia
2011,'72 Ford Gran Torino Sport,2011 New Models 2/50,Blue,Clear,Chrome,Malaysia
2011,'72 Ford Gran Torino Sport,2011 New Models 2/50,Blue,Clear with Windshield Banner,Chrome,Malaysia
2012,'72 Ford Gran Torino Sport,Muscle Mania: Ford 7/10,Green,Clear,Chrome,Malaysia
2012,'72 Ford Gran Torino Sport,Muscle Mania: Ford 7/10,Green,Clear,Chrome,Malaysia
2012,'72 Ford Gran Torino Sport,Muscle Mania: Ford 7/10,Orange,Clear,Chrome,Malaysia
2012,'72 Ford Gran Torino Sport,Muscle Mania: Ford 7/10,Yellow,Clear,Black,Malaysia
2012,'72 Ford Gran Torino Sport,Super Speeders 5/12,Light Blue Pearl metallic,Clear,Chrome,Malaysia
2013,'72 Ford Gran Torino Sport,HW Showroom: HW Performance,Blue,Clear,Black Chrome,Malaysia
2013,'72 Ford Gran Torino Sport,HW Showroom: HW Performance,Spectraflame Blue,Clear,Black,Malaysia
2013,'72 Ford Gran Torino Sport,HW Showroom: HW Performance,White,Clear,Black,Malaysia
2013,'72 Ford Gran Torino Sport,HWC Special Edition,Spectraflame Navy Blue,Light smoke tint,Light blue,China
2014,'72 Ford Gran Torino Sport,HW Workshop: HW Performance,Metalflake Navy Blue,Clear,Chrome,Malaysia
2014,'72 Ford Gran Torino Sport,HW Workshop: HW Performance,White,Blue tint,Chrome,Malaysia
2014,'72 Ford Gran Torino Sport,Fast & Furious 5/8,Metalflake Green,Clear,Chrome,Malaysia
2015,'72 Ford Gran Torino Sport,Multipack Exclusive,Metalflake Gold,Clear,Chrome,Malaysia
2015,'72 Ford Gran Torino Sport,Multipack Exclusive,Purple,Clear,Chrome,Malaysia
2015,'72 Ford Gran Torino Sport,Multipack Exclusive,Metalflake Blue,Clear,Chrome,Malaysia
2015,'72 Ford Gran Torino Sport,Fast & Furious 4/8,Metalflake Green,Clear,Chrome,Thailand
2016,'72 Ford Gran Torino Sport,Muscle Mania 2/10,Orange,Clear,Black,Malaysia
2016,'72 Ford Gran Torino Sport,Muscle Mania 2/10,Black,Clear,Chrome,Malaysia
2016,'72 Ford Gran Torino Sport,Muscle Mania 2/10,ZAMAC,Tinted (Light Blue),Chrome,Malaysia
2016,'72 Ford Gran Torino Sport,HWC Series 14: Neo-Classics 4/4,Spectraflame Olive Green,Clear,Tinted (Smoke),China
2017,'72 Ford Gran Torino Sport,Retro Style,Metallic Copper,Yellow Tint,Gold Chrome,Malaysia
2018,'72 Ford Gran Torino Sport,Multipack Exclusive,Metalflake Red,Clear,Black,Malaysia
2019,'72 Ford Gran Torino Sport,Fast & Furious 5-Pack,Metalflake Green,Tinted (smoke),Chrome,Indonesia
2020,'72 Ford Gran Torino Sport,American Steel 6/10,Metalflake Blue,Tinted (smoke),Chrome,Thailand
2020,'72 Ford Gran Torino Sport,Fast & Furious: Motor City Muscle 2/5,Metalflake Green,Tinted (smoke),Chrome,Thailand
2021,'72 Ford Gran Torino Sport,Fast & Furious 5-Pack,Metalflake Green,Clear,Chrome,Indonesia
2022,'72 Ford Gran Torino Sport,Muscle Mania 10/10,Orange,Smoke tint,Chrome,Malaysia
2023,'72 Ford Gran Torino Sport,Fast & Furious (Series 1) 4/10,Metalflake green,Smoke tint,Chrome,Malaysia
2024,'72 Ford Gran Torino Sport,Fast & Furious 3/5,Metalflake green,Light smoke tint,Chrome,Thailand
2011,'73 Plymouth Duster,Vintage Racing 1/30,White,Clear,Black,Thailand
2011,'73 Plymouth Duster,Vintage Racing 16/30,Black,Clear,Black,Thailand
2012,'73 Plymouth Duster,Hot Wheels Racing: NHRA,Dark Red,Clear,Black,Thailand
2022,'73 Plymouth Duster,Car Culture: Dragstrip Demons 4/5,Metalflake purple,Clear,Black,Thailand
2025,'73 Plymouth Duster,Car Culture: Team Transport #82,Red,,,Thailand
2011,'74 Chevrolet Vega Pro Stock,Vintage Racing 12/30,White,Clear,Black,Thailand
2012,'74 Chevrolet Vega Pro Stock,Hot Wheels Racing: NHRA,Blue,Clear,Black,Thailand
2013,'74 Chevrolet Vega Pro Stock,Flying Customs,Satin Green,Clear,Green,Thailand
2021,'74 Chevrolet Vega Pro Stock,Car Culture: Team Transport #34,White,Smoke tint,Black,Thailand
2011,'10 BMW M3,2011 New Models 26/50,Pearl White,Clear,Grey,Malaysia
2011,'10 BMW M3,2011 New Models 26/50,Pearl White,Clear,Grey,Malaysia
2011,'10 BMW M3,2011 New Models 26/50,Metallic Red,Clear,Grey,Malaysia
2012,'10 BMW M3,Light Speeders,White,Clear,Black,Thailand
2013,'10 BMW M3,HW City: Street Power,Blue,Clear,Black,Malaysia
2013,'10 BMW M3,HW City: Street Power,Metallic Black,Clear,Gray,Malaysia
2016,'10 BMW M3,BMW 6/8,Silver,Tinted (Grey),Black,Thailand
2018,'10 BMW M3,Car Meet 5-Pack,White,Tinted (Smoke),Dark Blue,Indonesia
2011,'10 Chevy Impala,2011 New Models 37/50,Blue,Clear,Light Gray,Malaysia
2011,'10 Chevy Impala,2011 New Models 37/50,Blue,Clear,Light Gray,Malaysia
2012,'10 Chevy Impala,Faster Than Ever 1/10,Green,Clear,Black,Malaysia
2012,'10 Chevy Impala,Multipack Exclusive,Green,Clear,Black,Malaysia
2012,'10 Chevy Impala,Faster Than Ever 1/10,Yellow,Tinted,Black,Malaysia
2012,'10 Chevy Impala,Multipack Exclusive,Yellow,Tinted,Black,Malaysia
2018,'10 Chevy Impala,Multipack Exclusive,Red,Clear,Black,Malaysia
2019,'10 Chevy Impala,Mystery Models (Series 2) 9/12,Orange,Tinted (Gray),Gray,Malaysia
2020,'10 Chevy Impala,HW Race Team 2/5,Blue,Tinted (Blue),Gray,Malaysia
2020,'10 Chevy Impala,HW Race Team 2/5,White,Tinted (Blue),Gray,Malaysia
2011,'11 Corvette Grand Sport,2011 New Models 32/50,Pearl Yellow,Tinted (Black),Black,Malaysia
2011,'11 Corvette Grand Sport,2011 New Models 32/50,Metalflake Blue,Tinted (Black),Dark Grey,Malaysia
2012,'11 Corvette Grand Sport,HW Main Street 2/10,Metalflake Red,Tinted (Blue),Grey,Malaysia
2012,'11 Corvette Grand Sport,HW Main Street 2/10,Pearl White,Tinted (Red),Grey,Malaysia
2012,'11 Corvette Grand Sport,HW Main Street 2/10,Pearl Yellow,Clear,Black,Malaysia
2013,'11 Corvette Grand Sport,HW Showroom: Night Burnerz,Metalflake Teal,Tinted (Black),Black,Malaysia
2013,'11 Corvette Grand Sport,Corvette 60th Anniversary 3/8,Pearl Yellow,Tinted (Black),Black,Malaysia
2014,'11 Corvette Grand Sport,Multipack Exclusive,Orange,Tinted (Black),Black,Malaysia
2014,'11 Corvette Grand Sport,Multipack Exclusive,Metalflake Green,Tinted (Black),Black,Malaysia
2014,'11 Corvette Grand Sport,Multipack Exclusive,Black,Clear,Red,Malaysia
2016,'11 Corvette Grand Sport,HW Digital Circuit 2/10,Micro Apple Red,Black (Tinted),Black,Malaysia
2018,'11 Corvette Grand Sport,HW Horsepower 5-Pack,Matte Gold,Smoke,Desert sand,Indonesia
2021,'11 Corvette Grand Sport,Corvette 5-Pack,Metalflake Blue,Tinted (Smoke),Grey,Indonesia
2011,'11 Dodge Charger R/T,2011 New Models 43/50,Metalflake Red,Clear,Grey,Malaysia
2011,'11 Dodge Charger R/T,Mystery Models 5/24,Metalflake Green,Clear,Grey,Malaysia
2012,'11 Dodge Charger R/T,HW Main Street 1/10,Red,Clear,Black,Malaysia
2012,'11 Dodge Charger R/T,HW Main Street 1/10,Spectraflame Red,Clear,Black,Malaysia
2013,'11 Dodge Charger R/T,HW Showroom: Then and Now,Red,Clear,Black,Malaysia
2013,'11 Dodge Charger R/T,HW Showroom: Then and Now,Blue,Smoke tint,White,Malaysia
2013,'11 Dodge Charger R/T,Fast & Furious 8/8,Flat Black,Clear,Black,Malaysia
2014,'11 Dodge Charger R/T,Police Pursuit 5-Pack,Matte Grey,Smoke tint,Black,Thailand
2014,'11 Dodge Charger R/T,Mystery Models (International) 5/12,Orange,Clear,Black,Malaysia
2014,'11 Dodge Charger R/T,Fast & Furious 7/8,Flat Black,Clear,Black,Malaysia
2015,'11 Dodge Charger R/T,Multipack Exclusive,Metalflake Gold,Smoke tint,Black,Malaysia or Thailand
2015,'11 Dodge Charger R/T,Fast Four: Scavenger Hunts 2/4,Dark Orange,Smoke tint,Black,Malaysia
2015,'11 Dodge Charger R/T,Color Shifters,Cold: Red Warm: Yellow,Clear,Grey,Thailand
2016,'11 Dodge Charger R/T,Batman v Superman 5-Pack,White,Smoke tint,Gray,Malaysia
2016,'11 Dodge Charger R/T,Batman v Superman 5-Pack,Black,Light blue tint,Gray,Malaysia
2018,'11 Dodge Charger R/T,Multipack Exclusive,Dark Red,Smoke tint,Black,Malaysia
2018,'11 Dodge Charger R/T,Multipack Exclusive,Silver,Smoke tint,Black,Malaysia
2018,'11 Dodge Charger R/T,Multipack Exclusive,Light Green,Smoke tint,Black,Malaysia
2019,'11 Dodge Charger R/T,Batman 1/6,Black,Dark blue tint,Black,Thailand
2019,'11 Dodge Charger R/T,Muscle Mania 10/10,Metalflake Dark Blue,Smoke tint,Black,Malaysia
2019,'11 Dodge Charger R/T,Muscle Mania 10/10,Black,Blue tint,Grey,Malaysia
2020,'11 Dodge Charger R/T,Batman 5-Pack,Black,Light blue tint,Grey,Indonesia
2021,'11 Dodge Charger R/T,Batman 5-Pack,White,Smoke tint,Black,Indonesia
2022,'11 Dodge Charger R/T,Batman 1/5,Black,Blue tint,Black,Malaysia
2023,'11 Dodge Charger R/T,Batman 5-Pack,Blue Metalflake,Smoke tint,Grey,Indonesia
2023,'11 Dodge Charger R/T,Color Shifters,Cold: Red Warm: Yellow,Clear,Grey,Thailand
2024,'11 Dodge Charger R/T,Batman 15/20,Matte black,Blue tint,Gray,Thailand
2025,'11 Dodge Charger R/T,Batman 5-Pack,Metalflake Grey,Blue tint,Black,Indonesia
2011,'12 Ford Fiesta,2011 New Models 40/50,Black,Clear,Grey,Malaysia
2011,'12 Ford Fiesta,2011 New Models 40/50,Pearl White,Clear,Grey,Malaysia
2012,'12 Ford Fiesta,Team Hot Wheels High-Speed Wheel,Black,Tinted (Black),Red,Thailand
2012,'12 Ford Fiesta,Daredevil Racers 5-Pack,Bright Yellow,Tinted (Blue),Black,Thailand
2013,'12 Ford Fiesta,Hot Wheels Boulevard,Satin Blue,Tinted (Black),Black,Malaysia
2013,'12 Ford Fiesta,HW Stunt: Road Rally,Red,Tinted (Black),DayGlo Orange,Malaysia
2014,'12 Ford Fiesta,HW Off-Road: Road Rally,White,Tinted (Light Blue),Blue,Malaysia
2015,'12 Ford Fiesta,HW Off-Road: Road Rally,Dark Red,Clear,Grey,Malaysia
2015,'12 Ford Fiesta,HW Off-Road: Road Rally,Green,Clear,Blue,Malaysia
2016,'12 Ford Fiesta,HW Snow Stormers 2/5,White,Tinted (Black),Red,Malaysia
2016,'12 Ford Fiesta,HW Snow Stormers 2/5,Unpainted,Tinted (Blue),Blue,Malaysia
2016,'12 Ford Fiesta,HW Snow Stormers 2/5,Light Blue,Tinted (Black),White & Blue,Malaysia
2017,'12 Ford Fiesta,HW Race Team 4/5,Blue,Clear,Grey,Malaysia
2017,'12 Ford Fiesta,HW Race Team 4/5,Aqua,Tinted (Black),Yellow & Grey,Malaysia
2018,'12 Ford Fiesta,Checkmate 9/9,Black,Tinted Green,Lime Green,Malaysia
2018,'12 Ford Fiesta,Checkmate 9/9,White,Tinted Green,Lime Green,Malaysia
2019,'12 Ford Fiesta,Multipack Exclusive,Metallic Brown,Tinted (Light Blue),Blue (White roll cage),Malaysia
2019,'12 Ford Fiesta,Mystery Models (Series 2) 10/12,White,Tinted Smoke,Black,Malaysia
2021,'12 Ford Fiesta,Speed Blur 5-Pack,Gray,Tinted Gray,White,Indonesia
2021,'12 Ford Fiesta,Hot Wheels id: Drift Domination 02/04,Spectraflame purple,Teal tint,Black,Malaysia
2009,File:2011DodgeDemonCarded.jpg,2009 New Models 13/42,Metalflake Purple,Clear,Black,Malaysia
2009,File:2011DodgeDemonCarded.jpg,2009 New Models 13/42,Yellow,Clear,Black,Malaysia
2009,File:2011DodgeDemonCarded.jpg,2009 New Models 13/42,Light Green,Clear,Black,Malaysia
2010,File:2011DodgeDemonCarded.jpg,Mopar Mania 5-Pack,Orange,Clear,Black,Thailand
2011,File:2011DodgeDemonCarded.jpg,Street Beasts 4/10,Black,Clear,Grey,Malaysia
2011,File:2011DodgeDemonCarded.jpg,Street Beasts 4/10,White,Clear,Grey,Malaysia
2011,File:2011DodgeDemonCarded.jpg,Street Beasts 4/10,Yellow,Clear,Grey,Malaysia
2011,File:2011DodgeDemonCarded.jpg,Hot Wheels Garage: Mopar 9/15,Pearl Magenta,Clear,Blue,Malaysia
